A0AQW4	TCP12_ARATH	AT1G68800
F4KG50	F4KG50_ARATH	AT5G52290
F4KG52	F4KG52_ARATH	AT5G52300
F4KG64	F4KG64_ARATH	AT5G52410
F4KG65	F4KG65_ARATH	AT5G52410
F4KGG0	F4KGG0_ARATH	AT5G64960
F4KGH1	F4KGH1_ARATH	AT5G65020
F4KGM7	F4KGM7_ARATH	AT5G03540
F4KGQ0	F4KGQ0_ARATH	AT5G03690
F4KGS3	F4KGS3_ARATH	AT5G10240
F4KGU2	F4KGU2_ARATH	AT5G10360
F4KGV2	F4KGV2_ARATH	AT5G10450
F4KGV5	F4KGV5_ARATH	AT5G10450
F4KGW0	F4KGW0_ARATH	AT5G10480
F4KGX3	F4KGX3_ARATH	AT5G17210
F4KGX7	F4KGX7_ARATH	AT5G17230
F4KGY6	RVE1_ARATH	AT5G17300
F4KH34	F4KH34_ARATH	AT5G24350
F4KH74	F4KH74_ARATH	AT5G24620
F4KH75	F4KH75_ARATH	AT5G24630
F4KH76	F4KH76_ARATH	AT5G24630
F4KH77	F4KH77_ARATH	AT5G24630
F4KH79	F4KH79_ARATH	AT5G24630
F4KH85	F4KH85_ARATH	AT5G24670
F4KH86	F4KH86_ARATH	AT5G24670
F4KHD5	F4KHD5_ARATH	AT5G40450
F4KHD8	GP210_ARATH	AT5G40480
F4KHG9	F4KHG9_ARATH	AT5G46410
F4KHJ7	F4KHJ7_ARATH	AT5G46630
F4KHT9	F4KHT9_ARATH	AT5G59210
F4KHU8	F4KHU8_ARATH	AT5G59290
F4KHX1	F4KHX1_ARATH	AT5G65310
F4KHY3	F4KHY3_ARATH	AT5G65420
F4KHY4	F4KHY4_ARATH	AT5G65420
F4KHY7	F4KHY7_ARATH	AT5G65430
F4KI34	F4KI34_ARATH	AT5G03970
F4KI56	SERCL_ARATH	AT5G04120
F4KI75	F4KI75_ARATH	AT5G10580
F4KI97	F4KI97_ARATH	AT5G10710
F4KIA8	RRC1L_ARATH	AT5G10800
F4KIB2	TMN8_ARATH	AT5G10840
F4KIC7	F4KIC7_ARATH	AT5G17680
F4KIH8	F4KIH8_ARATH	AT5G24710
F4KIH9	F4KIH9_ARATH	AT5G24740
F4KII0	F4KII0_ARATH	AT5G24740
F4KII6	F4KII6_ARATH	AT5G24770
F4KIM7	F4KIM7_ARATH	AT5G25100
F4KIN5	F4KIN5_ARATH	AT5G34830
F4KIN7	F4KIN7_ARATH	AT5G40580
F4KIT3	F4KIT3_ARATH	AT5G40890
F4KIZ0	F4KIZ0_ARATH	AT5G47080
F4KIZ2	F4KIZ2_ARATH	AT5G47080
F4KIZ3	F4KIZ3_ARATH	AT5G47080
F4KIZ8	F4KIZ8_ARATH	AT5G53060
F4KJ05	F4KJ05_ARATH	AT5G53120
F4KJ16	F4KJ16_ARATH	AT5G53160
F4KJ37	F4KJ37_ARATH	AT5G53300
F4KJ98	F4KJ98_ARATH	AT5G59730
F6LPR4	F6LPR4_ARATH	AT1G67820
F6LPR5	F6LPR5_ARATH	AT2G30020
F6LPR6	F6LPR6_ARATH	AT1G07160
F6LPR7	F6LPR7_ARATH	AT2G40180
F6M3L4	F6M3L4_ARATH	AT5G01410
F8S296	ATG2_ARATH	AT3G19190
O03983	LEA14_ARATH	AT1G01470
O03986	HS904_ARATH	AT5G56000
O04017	NAC98_ARATH	AT5G53950
O04019	PS6AB_ARATH	AT1G09100
O04023	SRC2_ARATH	AT1G09070
O04027	NFYB4_ARATH	AT1G09030
O04034	CCX5_ARATH	AT1G08960
O04036	ERD6_ARATH	AT1G08930
O04086	Y1105_ARATH	AT1G11050
O04090	FER1_ARATH	AT1G10960
O04130	SERA2_ARATH	AT1G17745
O04151	CALR1_ARATH	AT1G56340
O04153	CALR3_ARATH	AT1G08450
O04173	TAF10_ARATH	AT4G31720
O04193	WLI2A_ARATH	AT2G39900
O04196	ISOA1_ARATH	AT2G39930
O04197	COI1_ARATH	AT2G39940
O04200	PXN_ARATH	AT2G39970
O04202	EIF3F_ARATH	AT2G39990
O04203	HSPR2_ARATH	AT2G40000
O04204	RLA01_ARATH	AT2G40010
O04209	CLC2_ARATH	AT2G40060
O04211	ELF4_ARATH	AT2G40080
O04265	O04265_ARATH	AT5G08160
O04291	ATB14_ARATH	AT2G34710
O04292	ATBH9_ARATH	AT1G30490
O04294	IMPA3_ARATH	AT4G02150
O04308	MPPA2_ARATH	AT3G16480
O04309	JAL35_ARATH	AT3G16470
O04310	JAL34_ARATH	AT3G16460
O04311	JAL33_ARATH	AT3G16450
O04312	JAL32_ARATH	AT3G16440
O04313	JAL31_ARATH	AT3G16430
O04314	JAL30_ARATH	AT3G16420
O04316	JAL29_ARATH	AT3G16410
O04326	NUP35_ARATH	AT3G16310
O04331	PHB3_ARATH	AT5G40770
O04336	WRK21_ARATH	AT2G30590
O04341	GRXS9_ARATH	AT2G30540
O04342	O04342_ARATH	AT2G30530
O04350	TBCA_ARATH	AT2G30410
O04351	OFP2_ARATH	AT2G30400
O04373	ILL4_ARATH	AT1G51760
O04375	2A5A_ARATH	AT5G03470
O04376	2A5B_ARATH	AT3G09880
O04378	SYP23_ARATH	AT4G17730
O04379	AGO1_ARATH	AT1G48410
O04420	URIC_ARATH	AT2G26230
O04421	SRP14_ARATH	AT2G43640
O04425	FCA_ARATH	AT4G16280
O04450	TCPE_ARATH	AT1G24510
O04479	LBD6_ARATH	AT1G65620
O04482	UCH2_ARATH	AT1G65650
O04486	RAA2A_ARATH	AT1G09630
O04487	EF1G1_ARATH	AT1G09640
O04488	FBLK1_ARATH	AT1G09650
O04492	DRB1_ARATH	AT1G09700
O04493	O04493_ARATH	AT1G09710
O04508	PUP16_ARATH	AT1G09860
O04532	FH8_ARATH	AT1G70140
O04544	O04544_ARATH	AT1G70000
O04547	CLE26_ARATH	AT1G69970
O04551	O04551_ARATH	AT1G27020
O04567	Y1719_ARATH	AT1G27190
O04574	O04574_ARATH	AT1G62070
O04582	SPZ5_ARATH	AT1G62170
O04590	PPR88_ARATH	AT1G62260
O04603	RK5_ARATH	AT4G01310
O04616	CUT1A_ARATH	AT4G01150
O04630	SYTM1_ARATH	AT5G26830
O04656	NOP5C_ARATH	AT5G27140
O04657	O04657_ARATH	AT5G27130
O04658	NOP5A_ARATH	AT5G27120
O04660	GLR21_ARATH	AT5G27100
O04663	IF4E4_ARATH	AT5G35620
O04714	GCR1_ARATH	AT1G48270
O04716	MSH6_ARATH	AT4G02070
O04719	P2C77_ARATH	AT5G57050
O04722	SUT21_ARATH	AT5G10180
O04834	SAR1A_ARATH	AT4G02080
O04904	PYRC_ARATH	AT4G22930
O04905	KCY3_ARATH	AT5G26667
O04921	HEMH2_ARATH	AT2G30390
O04922	GPX2_ARATH	AT2G31570
O04951	PP2A5_ARATH	AT1G69960
O04983	ACCC_ARATH	AT5G35360
O22040	ANP1_ARATH	AT1G09000
O22042	M3K3_ARATH	AT3G06030
O22049	AOX2_ARATH	AT5G64210
O22059	CPC_ARATH	AT2G46410
O22100	O22100_ARATH	AT3G63260
O22126	FLA8_ARATH	AT2G45470
O22130	AHL22_ARATH	AT2G45430
O22131	LBD18_ARATH	AT2G45420
O22136	O22136_ARATH	AT2G45360
O22137	PP202_ARATH	AT2G45350
O22138	O22138_ARATH	AT2G45340
O22149	PME17_ARATH	AT2G45220
O22151	GOS12_ARATH	AT2G45200
O22152	YAB1_ARATH	AT2G45190
O22159	O22159_ARATH	AT2G44930
O22173	PABP4_ARATH	AT2G23350
O22176	WRK15_ARATH	AT2G23320
O22179	O22179_ARATH	AT2G23290
O22187	Y2232_ARATH	AT2G23200
O22190	GH33_ARATH	AT2G23170
O22203	C98A3_ARATH	AT2G40890
O22207	UBP5_ARATH	AT2G40930
O22208	BZP17_ARATH	AT2G40950
O22211	O22211_ARATH	AT2G41490
O22216	GPDHC_ARATH	AT2G41540
O22218	ACA4_ARATH	AT2G41560
O22224	NP93A_ARATH	AT2G41620
O22225	O22225_ARATH	AT2G41640
O22229	TRXB3_ARATH	AT2G41680
O22241	AROD4_ARATH	AT3G44720
O22252	MHX_ARATH	AT2G47600
O22263	PDI21_ARATH	AT2G47470
O22264	MYB12_ARATH	AT2G47460
O22265	SR43C_ARATH	AT2G47450
O22267	CKI1_ARATH	AT2G47430
O22285	PMTB_ARATH	AT2G39750
O22286	BPM3_ARATH	AT2G39760
O22287	GMPP1_ARATH	AT2G39770
O22315	SR34_ARATH	AT1G02840
O22397	POT1_ARATH	AT2G30070
O22433	MT3_ARATH	AT3G15353
O22446	HDA19_ARATH	AT4G38130
O22456	SEP3_ARATH	AT1G24260
O22467	MSI1_ARATH	AT5G58230
O22469	MSI3_ARATH	AT4G35050
O22476	BRI1_ARATH	AT4G39400
O22527	CLH1_ARATH	AT1G19670
O22533	ZAT6_ARATH	AT5G04340
O22588	TIP32_ARATH	AT1G17810
O22607	MSI4_ARATH	AT2G19520
O22609	DEGP1_ARATH	AT3G27925
O22622	DAD2_ARATH	AT2G35520
O22682	CYSK4_ARATH	AT3G03630
O22683	CYNS_ARATH	AT3G23490
O22690	O22690_ARATH	AT1G04340
O22691	O22691_ARATH	AT1G04330
O22698	FBK24_ARATH	AT1G60570
O22703	RZ1B_ARATH	AT1G60650
O22704	CYP5F_ARATH	AT1G60660
O22715	AP1M2_ARATH	AT1G60780
O22718	ACLA2_ARATH	AT1G60810
O22719	LHTL3_ARATH	AT1G61270
O22729	O22729_ARATH	AT1G61170
O22752	MLO7_ARATH	AT2G17430
O22763	BZP10_ARATH	AT4G02640
O22764	O22764_ARATH	AT4G02630
O22768	UNE12_ARATH	AT4G02590
O22775	XXT2_ARATH	AT4G02500
O22777	O22777_ARATH	AT2G33250
O22779	TRL13_ARATH	AT2G33270
O22784	CRR11_ARATH	AT2G33330
O22785	PR19B_ARATH	AT2G33340
O22788	PXG3_ARATH	AT2G33380
O22789	O22789_ARATH	AT2G33390
O22791	O22791_ARATH	AT2G33410
O22793	MORF2_ARATH	AT2G33430
O22795	RK28_ARATH	AT2G33450
O22798	NAC41_ARATH	AT2G33480
O22800	COL14_ARATH	AT2G33500
O22802	O22802_ARATH	AT2G33520
O22806	BUBR1_ARATH	AT2G33560
O22808	LYK5_ARATH	AT2G33580
O22810	O22810_ARATH	AT2G33600
O22815	MLO5_ARATH	AT2G33670
O22826	O22826_ARATH	AT2G43770
O22827	MOC2B_ARATH	AT2G43760
O22832	STAD7_ARATH	AT2G43710
O22833	LRK54_ARATH	AT2G43700
O22834	LRK53_ARATH	AT2G43690
O22845	CML5_ARATH	AT2G43290
O22850	GPX3_ARATH	AT2G43350
O22860	RL38_ARATH	AT2G43460
O22862	PER26_ARATH	AT2G43480
O22870	FK163_ARATH	AT2G43560
O22877	O22877_ARATH	AT2G40580
O22881	POT2_ARATH	AT2G40540
O22886	DCUP2_ARATH	AT2G40490
O22900	WRK23_ARATH	AT2G47260
O22914	CP121_ARATH	AT2G47400
O22921	WRK25_ARATH	AT2G30250
O22922	RU2B1_ARATH	AT2G30260
O22928	PUSH_ARATH	AT2G30320
O22929	BL1S1_ARATH	AT2G30330
O22932	CIPKB_ARATH	AT2G30360
O22938	PXC3_ARATH	AT2G41820
O22944	NTAQ1_ARATH	AT2G41760
O22947	O22947_ARATH	AT2G41730
O22951	NUD22_ARATH	AT2G33980
O22957	O22957_ARATH	AT2G34040
O22958	O22958_ARATH	AT2G34050
O22967	CDF4_ARATH	AT2G34140
O22969	Y2416_ARATH	AT2G34160
O22971	CIPKD_ARATH	AT2G34180
O22980	O22980_ARATH	AT4G24110
O22985	O22985_ARATH	AT4G24050
O23016	KCAB_ARATH	AT1G04690
O23019	O23019_ARATH	AT1G04650
O23049	RK6_ARATH	AT1G05190
O23051	KAO1_ARATH	AT1G05160
O23052	Y1515_ARATH	AT1G05150
O23053	ARAS2_ARATH	AT1G05140
O23066	C86A2_ARATH	AT4G00360
O23087	ECA2_ARATH	AT4G00900
O23090	BH014_ARATH	AT4G00870
O23115	EIL2_ARATH	AT5G21120
O23116	EIL3_ARATH	AT1G73730
O23120	O23120_ARATH	AT1G23040
O23126	O23126_ARATH	AT1G22970
O23138	CYC1_ARATH	AT1G22840
O23140	AP2M_ARATH	AT5G46630
O23141	SPE2_ARATH	AT4G34710
O23144	PPI1_ARATH	AT4G27500
O23145	KSG2_ARATH	AT3G61160
O23160	O23160_ARATH	AT4G37260
O23164	CRPM4_ARATH	AT4G37220
O23166	TR164_ARATH	AT4G37200
O23171	MES9_ARATH	AT4G37150
O23184	CML19_ARATH	AT4G37010
O23188	O23188_ARATH	AT4G36970
O23193	CBSX1_ARATH	AT4G36910
O23207	FQRL2_ARATH	AT4G36750
O23208	ATB40_ARATH	AT4G36740
O23210	SCL15_ARATH	AT4G36710
O23212	U2A2A_ARATH	AT4G36690
O23222	O23222_ARATH	AT4G36590
O23227	O23227_ARATH	AT4G36530
O23239	UBC17_ARATH	AT4G36410
O23240	D2HDH_ARATH	AT4G36400
O23249	CKS1_ARATH	AT2G27960
O23252	IF4E1_ARATH	AT4G18040
O23254	GLYC4_ARATH	AT4G13930
O23255	SAHH1_ARATH	AT4G13940
O23264	SEBP1_ARATH	AT4G14030
O23267	O23267_ARATH	AT4G14060
O23273	DNMT4_ARATH	AT4G14140
O23290	RL36A_ARATH	AT3G23390
O23298	O23298_ARATH	AT4G14420
O23299	ECI2_ARATH	AT4G14430
O23300	ECI3_ARATH	AT4G14440
O23304	BLUS1_ARATH	AT4G14480
O23310	NFYB3_ARATH	AT4G14540
O23317	DRL24_ARATH	AT4G14610
O23320	CML8_ARATH	AT4G14640
O23324	APS3_ARATH	AT4G14680
O23338	O23338_ARATH	AT4G14830
O23339	O23339_ARATH	AT4G14840
O23346	HIS5B_ARATH	AT4G14910
O23365	C97B3_ARATH	AT4G15110
O23366	O23366_ARATH	AT4G15120
O23379	COL11_ARATH	AT4G15250
O23381	O23381_ARATH	AT4G15270
O23392	O23392_ARATH	AT4G15390
O23404	PPDK1_ARATH	AT4G15530
O23413	CSPLN_ARATH	AT4G15620
O23420	GRXS5_ARATH	AT4G15690
O23421	GRXS3_ARATH	AT4G15700
O23444	O23444_ARATH	AT4G15960
O23461	ARAK_ARATH	AT4G16130
O23463	CMTA5_ARATH	AT4G16150
O23471	O23471_ARATH	AT4G16240
O23487	BH003_ARATH	AT4G16430
O23492	INT4_ARATH	AT4G16480
O23499	O23499_ARATH	AT4G16550
O23512	PPD_ARATH	AT4G16690
O23515	RL151_ARATH	AT4G16720
O23530	SNC1_ARATH	AT4G16890
O23547	EXLB1_ARATH	AT4G17030
O23602	O23602_ARATH	AT4G17610
O23606	O23606_ARATH	AT4G17660
O23609	PER41_ARATH	AT4G17690
O23617	TPS5_ARATH	AT4G17770
O23620	AHL23_ARATH	AT4G17800
O23624	FPF1_ARATH	AT5G24860
O23627	SYGM1_ARATH	AT1G29880
O23628	H2AV1_ARATH	AT3G54560
O23629	H2B6_ARATH	AT3G45980
O23647	GLGB1_ARATH	AT2G36390
O23654	VATA_ARATH	AT1G78900
O23657	RABC1_ARATH	AT1G43890
O23660	VQ13_ARATH	AT2G33780
O23661	ARFC_ARATH	AT2G33860
O23676	MGN_ARATH	AT1G02140
O23680	TOC33_ARATH	AT1G02280
O23693	MLO4_ARATH	AT1G11000
O23694	O23694_ARATH	AT1G10990
O23702	CTBP_ARATH	AT1G01510
O23708	PSA2A_ARATH	AT1G16470
O23710	PSB7A_ARATH	AT3G27430
O23712	PSA1B_ARATH	AT1G47250
O23714	PSB2A_ARATH	AT3G22630
O23715	PSA3_ARATH	AT2G27020
O23717	PSB5A_ARATH	AT1G13060
O23913	AOX1B_ARATH	AT3G22360
O24407	IAA16_ARATH	AT3G04730
O24408	IAA18_ARATH	AT1G51950
O24409	IAA19_ARATH	AT3G15540
O24410	IAA20_ARATH	AT2G46990
O24412	PSD7A_ARATH	AT5G05780
O24456	GBLPA_ARATH	AT1G18080
O24457	ODPA3_ARATH	AT1G01090
O24466	RAE1A_ARATH	AT3G53610
O24496	GLO2C_ARATH	AT3G10850
O24520	HBL1_ARATH	AT2G16060
O24600	RPOT3_ARATH	AT2G24120
O24603	CHI_ARATH	AT2G43570
O24606	EIN3_ARATH	AT3G20770
O24616	PSA7B_ARATH	AT5G66140
O24617	MSH2_ARATH	AT3G18524
O24629	SIGA_ARATH	AT1G64860
O24633	PSB2B_ARATH	AT4G14800
O24646	HY5_ARATH	AT5G11260
O24653	GDI2_ARATH	AT3G59920
O48520	DPOD2_ARATH	AT2G42120
O48522	VQ17_ARATH	AT2G42140
O48524	O48524_ARATH	AT2G42160
O48528	OP163_ARATH	AT2G42210
O48533	PYM_ARATH	AT2G42260
O48534	DEXHD_ARATH	AT2G42270
O48538	RBOHF_ARATH	AT1G64060
O48549	RS61_ARATH	AT4G31700
O48573	LAZ5_ARATH	AT5G44870
O48582	MORF4_ARATH	AT5G44780
O48626	ZW10_ARATH	AT2G32900
O48646	GPX6_ARATH	AT4G11600
O48661	SPD2_ARATH	AT1G70310
O48671	RER1B_ARATH	AT2G21600
O48682	FH4_ARATH	AT1G24150
O48686	SNL3_ARATH	AT1G24190
O48696	O48696_ARATH	AT1G24290
O48697	O48697_ARATH	AT1G24300
O48707	MTND1_ARATH	AT2G26400
O48709	PI5K3_ARATH	AT2G26420
O48713	SMU2_ARATH	AT2G26460
O48721	HEM4_ARATH	AT2G26540
O48723	PLP2_ARATH	AT2G26560
O48724	WEB1_ARATH	AT2G26570
O48726	RPN13_ARATH	AT2G26590
O48737	TRXM1_ARATH	AT1G03680
O48741	PORC_ARATH	AT1G03630
O48767	AUG2_ARATH	AT2G32980
O48780	KCS11_ARATH	AT2G26640
O48782	HMOX1_ARATH	AT2G26670
O48788	Y2267_ARATH	AT2G26730
O48790	CCB14_ARATH	AT2G26760
O48791	SCAB1_ARATH	AT2G26770
O48802	O48802_ARATH	AT1G62390
O48814	BIK1_ARATH	AT2G39660
O48828	O48828_ARATH	AT2G17880
O48842	GT12_ARATH	AT2G32750
O48844	PSD1A_ARATH	AT2G32730
O48845	CYB5B_ARATH	AT2G32720
O48847	LUH_ARATH	AT2G32700
O48849	O48849_ARATH	AT2G32680
O48850	VA725_ARATH	AT2G32670
O48852	O48852_ARATH	AT2G32650
O48890	NRPB4_ARATH	AT5G09920
O48915	NDR1_ARATH	AT3G20600
O48916	FAH1_ARATH	AT2G34770
O48917	SQD1_ARATH	AT4G33030
O48946	CESA1_ARATH	AT4G32410
O48947	CESA2_ARATH	AT4G39350
O48963	PHOT1_ARATH	AT3G45780
O49006	PME3_ARATH	AT3G14310
O49048	VPS45_ARATH	AT1G77140
O49160	EIF3C_ARATH	AT3G56150
O49195	VSP1_ARATH	AT5G24780
O49196	APK2_ARATH	AT4G39940
O49203	NDK3_ARATH	AT4G11010
O49213	FCL1_ARATH	AT1G73250
O49255	NAC29_ARATH	AT1G69490
O49279	SKI15_ARATH	AT1G76920
O49286	SKP2B_ARATH	AT1G77000
O49299	PGMC1_ARATH	AT1G23190
O49313	NDADB_ARATH	AT2G33220
O49318	Y2317_ARATH	AT2G33170
O49339	PTI12_ARATH	AT2G30740
O49342	C71AD_ARATH	AT2G30770
O49344	PSBP2_ARATH	AT2G30790
O49349	O49349_ARATH	AT1G07480
O49354	COQ3_ARATH	AT2G30920
O49377	VA711_ARATH	AT4G32150
O49378	O49378_ARATH	AT4G32140
O49385	O49385_ARATH	AT4G32070
O49388	O49388_ARATH	AT4G32030
O49389	O49389_ARATH	AT4G32020
O49397	ARR10_ARATH	AT4G31920
O49403	HFA4A_ARATH	AT4G18880
O49404	BEH3_ARATH	AT4G18890
O49420	FBK86_ARATH	AT4G19930
O49421	FB238_ARATH	AT4G19940
O49423	POT9_ARATH	AT4G19960
O49427	O49427_ARATH	AT4G20000
O49429	MORF1_ARATH	AT4G20020
O49447	ADT3_ARATH	AT4G28390
O49453	Y4844_ARATH	AT4G28440
O49457	O49457_ARATH	AT4G28480
O49460	PHB1_ARATH	AT4G28510
O49461	O49461_ARATH	AT4G28530
O49469	O49469_ARATH	AT4G19510
O49471	O49471_ARATH	AT4G19530
O49482	CADH5_ARATH	AT4G34230
O49484	ASK11_ARATH	AT4G34210
O49485	SERA1_ARATH	AT4G34200
O49499	CAMT4_ARATH	AT4G34050
O49500	MBR2_ARATH	AT4G34040
O49508	FB237_ARATH	AT4G18380
O49513	RAA1E_ARATH	AT4G18430
O49515	ERF91_ARATH	AT4G18450
O49519	CLE2_ARATH	AT4G18510
O49538	O49538_ARATH	AT5G65790
O49543	MNIF1_ARATH	AT5G65720
O49545	BAME1_ARATH	AT5G65700
O49552	DDB1B_ARATH	AT4G21100
O49586	FLA5_ARATH	AT4G31370
O49596	HMGB2_ARATH	AT1G20693
O49597	HMGB5_ARATH	AT4G35570
O49603	CVIF2_ARATH	AT5G64620
O49608	MYB32_ARATH	AT4G34990
O49617	O49617_ARATH	AT4G35110
O49621	MLO1_ARATH	AT4G02600
O49627	ISU1_ARATH	AT4G22220
O49629	PAP2_ARATH	AT4G22240
O49647	FB246_ARATH	AT4G22660
O49650	O49650_ARATH	AT4G22690
O49652	O49652_ARATH	AT4G22710
O49653	O49653_ARATH	AT4G22720
O49654	O49654_ARATH	AT4G22730
O49660	DTX56_ARATH	AT4G22790
O49675	CCD4_ARATH	AT4G19170
O49686	PYR1_ARATH	AT4G17870
O49687	MYC4_ARATH	AT4G17880
O49717	CDPKF_ARATH	AT4G21940
O49726	PUP9_ARATH	AT4G18220
O49782	MYB51_ARATH	AT1G18570
O49841	RAC2A_ARATH	AT5G03530
O50008	METE1_ARATH	AT5G17920
O50039	OTC_ARATH	AT1G75330
O50055	COL1_ARATH	AT5G15850
O50061	RK4_ARATH	AT1G07320
O64379	O64379_ARATH	AT1G22750
O64380	PABP3_ARATH	AT1G22760
O64399	MYB34_ARATH	AT5G60890
O64425	RMA1_ARATH	AT4G03510
O64471	MTX_ARATH	AT2G19080
O64474	HMA4_ARATH	AT2G19110
O64477	Y2913_ARATH	AT2G19130
O64481	SBT25_ARATH	AT2G19170
O64483	SIRK_ARATH	AT2G19190
O64486	O64486_ARATH	AT1G04210
O64490	O64490_ARATH	AT1G04170
O64503	UTR1_ARATH	AT2G02810
O64511	TLOV1_ARATH	AT2G02710
O64538	SAU40_ARATH	AT1G79130
O64545	O64545_ARATH	AT1G79060
O64560	O64560_ARATH	AT2G19270
O64580	O64580_ARATH	AT2G19460
O64587	ACD11_ARATH	AT2G34690
O64602	O64602_ARATH	AT1G70340
O64633	O64633_ARATH	AT2G45530
O64636	C76C1_ARATH	AT2G45560
O64638	C76C3_ARATH	AT2G45580
O64644	SAP18_ARATH	AT2G45640
O64645	SOC1_ARATH	AT2G45660
O64647	TCP9_ARATH	AT2G45680
O64668	PSNA_ARATH	AT1G08700
O64682	PID_ARATH	AT2G34650
O64687	TIF5B_ARATH	AT2G34600
O64688	ODPB3_ARATH	AT2G34590
O64700	UREG_ARATH	AT2G34470
O64722	ZHD3_ARATH	AT2G02540
O64725	NDB3A_ARATH	AT2G02510
O64728	STI_ARATH	AT2G02480
O64730	P2C26_ARATH	AT2G30170
O64731	O64731_ARATH	AT2G30160
O64733	U87A2_ARATH	AT2G30140
O64740	SC13B_ARATH	AT2G30050
O64747	WRK35_ARATH	AT2G34830
O64748	COPE2_ARATH	AT2G34840
O64750	EDA3_ARATH	AT2G34860
O64758	VSR5_ARATH	AT2G34940
O64759	CAAT5_ARATH	AT2G34960
O64760	O64760_ARATH	AT2G34970
O64767	O64767_ARATH	AT2G35040
O64768	O64768_ARATH	AT2G35050
O64770	Y1649_ARATH	AT1G61490
O64778	Y1142_ARATH	AT1G61420
O64783	Y1137_ARATH	AT1G61370
O64789	DRL18_ARATH	AT1G61310
O64794	O64794_ARATH	AT1G67510
O64798	Y1747_ARATH	AT1G67470
O64806	ACA7_ARATH	AT2G22950
O64812	SRK2J_ARATH	AT2G23030
O64814	NPY4_ARATH	AT2G23050
O64816	CSK2P_ARATH	AT2G23070
O64817	CSK23_ARATH	AT2G23080
O64818	Y2309_ARATH	AT2G23090
O64823	MCU2_ARATH	AT2G23790
O64824	O64824_ARATH	AT2G23780
O64825	LYK4_ARATH	AT2G23770
O64834	CRPM3_ARATH	AT2G23680
O64836	LBD10_ARATH	AT2G23660
O64837	RTNLM_ARATH	AT2G23640
O64842	O64842_ARATH	AT2G26290
O64843	CID7_ARATH	AT2G26280
O64844	O64844_ARATH	AT2G26270
O64851	IQM4_ARATH	AT2G26190
O64852	O64852_ARATH	AT2G26180
O64862	CTU1_ARATH	AT2G44270
O64866	O64866_ARATH	AT2G44310
O64868	VQ18_ARATH	AT2G44340
O64870	O64870_ARATH	AT2G44360
O64883	BGL26_ARATH	AT2G44490
O64884	O64884_ARATH	AT2G44500
O64888	KPRS5_ARATH	AT2G44530
O64903	NDK2_ARATH	AT5G63310
O64948	LONP2_ARATH	AT5G47040
O64973	RPS5_ARATH	AT1G12220
O65020	ETO1_ARATH	AT3G51770
O65036	C3H54_ARATH	AT5G07500
O65154	KIWI_ARATH	AT5G09250
O65155	KELP_ARATH	AT4G10920
O65202	ACOX1_ARATH	AT4G16760
O65282	CH10C_ARATH	AT5G20720
O65312	MEDEA_ARATH	AT1G02580
O65351	SBT17_ARATH	AT5G67360
O65355	GGH2_ARATH	AT1G78680
O65359	SYP41_ARATH	AT5G26980
O65376	O65376_ARATH	AT1G12030
O65389	O65389_ARATH	AT1G11915
O65390	APA1_ARATH	AT1G11910
O65396	GCST_ARATH	AT1G11860
O65397	O65397_ARATH	AT1G11850
O65405	CRK28_ARATH	AT4G21400
O65415	O65415_ARATH	AT4G21500
O65416	SKI27_ARATH	AT4G21510
O65418	APC4_ARATH	AT4G21530
O65421	VP281_ARATH	AT4G21560
O65422	O65422_ARATH	AT4G21570
O65440	BAME3_ARATH	AT4G20270
O65449	O65449_ARATH	AT4G22010
O65456	PLY16_ARATH	AT4G22080
O65499	ZAT3_ARATH	AT4G35280
O65502	O65502_ARATH	AT4G35250
O65508	NAC76_ARATH	AT4G36160
O65521	O65521_ARATH	AT4G36370
O65523	O65523_ARATH	AT4G32780
O65537	O65537_ARATH	AT4G32620
O65554	CIPK6_ARATH	AT4G30960
O65555	Y4094_ARATH	AT4G30940
O65570	VILI4_ARATH	AT4G30160
O65573	Y5872_ARATH	AT5G58720
O65581	O65581_ARATH	AT4G26530
O65590	WRK34_ARATH	AT4G26440
O65607	MSH3_ARATH	AT4G25540
O65628	CTU2_ARATH	AT4G35910
O65639	CSP1_ARATH	AT4G36020
O65648	O65648_ARATH	AT4G36110
O65657	O65657_ARATH	AT4G39700
O65659	O65659_ARATH	AT4G39720
O65663	FK106_ARATH	AT4G39760
O65674	ASK12_ARATH	AT4G34470
O65683	O65683_ARATH	AT4G34590
O65685	BLH6_ARATH	AT4G34610
O65686	O65686_ARATH	AT4G34620
O65707	O65707_ARATH	AT4G19360
O65708	O65708_ARATH	AT4G19370
O65709	FAO4A_ARATH	AT4G19380
O65717	CNGC1_ARATH	AT5G53130
O65719	HSP7C_ARATH	AT3G09440
O65782	C83B1_ARATH	AT4G31500
O65786	C71B4_ARATH	AT3G26280
O65787	C71B6_ARATH	AT2G24180
O78310	SODC2_ARATH	AT2G28190
O80337	EF100_ARATH	AT4G17500
O80338	EF101_ARATH	AT5G47220
O80339	ERF82_ARATH	AT1G50640
O80340	ERF78_ARATH	AT3G15210
O80341	EF102_ARATH	AT5G47230
O80345	CDKF1_ARATH	AT4G28980
O80365	ARR8_ARATH	AT2G41310
O80366	ARR9_ARATH	AT3G57040
O80386	O80386_ARATH	AT4G27430
O80396	M2K3_ARATH	AT5G40440
O80397	M2K4_ARATH	AT1G51660
O80437	GPAT6_ARATH	AT2G38110
O80439	RR31_ARATH	AT2G38140
